login_account,1,2,3,4
002e8cba-d04f-4881-a1eb-a86359f3d966,1,0,0,0
00861a55-7dc4-4dfd-a477-fbe80b5e6a67,1,0,0,0
00915c3b-7ee5-4544-a164-05b1a86c9939,1,0,0,0
00d42ef7-059f-4e69-8aa3-8d8120979b1a,2,0,2,0
012b3e27-c8bc-473d-a59e-b88e6f135225,0,0,0,9
0141fb15-8c75-42cd-ae64-fd9be935fba9,1,0,0,0
01585437-b75c-4e8e-adb4-24abef266094,0,0,0,10
01694ea2-0ad5-43a5-ad03-fe6afbe24e1f,0,0,0,9
0172b7ee-db19-46a3-a9c0-98218d04a10d,1,0,0,0
019419a3-200d-41c7-b635-0594e2bff2f2,2,0,0,0
01aab67b-c54d-463b-8fcb-2414968e169c,2,0,2,0
01cadabe-c3dd-4b9f-9245-2f96d853349f,0,0,0,11
01e5ce4b-2c8c-423e-bdea-911f14ae3fb5,0,0,0,10
01e72c04-5dc5-4a11-9bf6-c48bbcd12bfb,2,0,0,0
01fe69a6-4523-4caa-8571-294b22dbe7de,2,0,0,0
020919a7-5df7-4f5a-98eb-2b9391cde624,1,0,0,0
0248df08-da6c-48df-ace5-b8b97fc1087f,2,0,0,0
025e1ed5-94b8-4afb-9357-08c70f451a42,2,0,2,11
0268c1a5-e1d1-41ee-97a5-b85fff8397f5,2,0,2,0
02717851-809c-45f5-86d1-54afef099bb0,1,0,0,0
02853b5c-c1ae-47d0-a16a-17d5cf2a9eca,2,0,0,0
0290f8c7-23a2-488e-b036-3c83c83b9c00,2,0,0,0
02d5a15f-c4f1-4af9-8361-4a8cbb6aa473,1,0,0,0
02f1e75c-a61a-48f3-ab72-a94b21b39c27,1,0,0,0
030aed50-aad9-47bd-885d-a56def01da43,2,0,0,0
0348c740-ff24-4f6e-a174-db69aa0453a4,1,0,0,0
03597217-fcf5-42dc-a6b2-eaf7912d08b6,0,0,0,10
03880781-3564-4ac8-ba1e-345df89f6271,1,0,0,0
03c538a8-33cf-4f98-a1a7-cd89059707ac,1,0,0,0
03c9f62a-d7a3-4c7b-a1d1-a33e5b57bc69,1,0,0,0
03da9ba7-6efb-4b90-ad26-5f872f785247,0,0,0,10
040cf686-6295-4eae-bfee-3d66dcb45c67,1,0,0,0
04f2d9a1-58fc-4541-89cb-f13708a43cba,0,0,0,9
0535fefb-49bd-4e1b-a9ce-155dfd127437,1,0,0,0
05476fe1-c912-4302-a6f6-11115f8db9d0,2,0,0,0
05961c5d-1e21-4b15-a6e1-1ba0b6193487,2,0,0,0
06732f67-d120-4a99-84c8-f7cac89d442c,2,0,0,0
0683ee28-ab2e-47d0-a085-fbff1660f57c,1,0,0,0
06d6c133-3e8b-4504-9ce1-8bd6d797edd9,1,0,0,0
06df4c90-d788-4087-85ca-a986708664cb,2,0,0,0
06e547e0-82bb-4dcb-b2d8-c3100a649bf5,2,0,0,0
0746b8f8-f692-4526-95f3-7732d8e27b17,1,0,0,0
0772843d-fc41-42f7-8ceb-ff75e5f3d3f9,2,0,0,0
07aa4e17-7c36-4157-95ba-af12c48e3f60,2,0,0,0
07d3d15b-201c-41a4-8e3c-7fb6ad86d0fe,2,0,2,0
07d68572-22cb-4924-a1cc-3966398513f3,2,0,0,0
0883eaee-3963-46a5-9e69-4c23a2fee5db,1,0,0,0
08a01cef-b9ec-48db-a631-5123b58f23bf,2,0,0,0
08be7111-3307-45a5-99ae-af0e652c8e1b,2,0,0,0
08f5a4ac-b32e-4b44-9887-85196f430a00,2,0,0,0
08f94ffe-f545-4a26-b005-b6910ff17761,2,0,0,0
098a9959-969b-485d-ab7a-bcc737583463,2,0,0,0
09d511f0-d93e-4a62-bb64-65da5bd89910,1,0,0,0
09effeac-db88-40c5-aa13-f60bc0f90704,2,0,0,0
0a1dd722-cc40-4876-b58a-94a4c9b8677a,2,0,0,0
0a6ea85f-6541-455d-befe-168c7bcf5d96,1,0,0,0
0a79d184-33bc-4789-9353-fc053d842d8b,1,0,0,0
0a994689-1358-4791-9137-7b234a608eb6,2,0,0,0
0a9a480e-0b3f-4611-bf64-a4d5659343ee,0,0,0,10
0abb1c88-238b-4e79-911a-ec94e12f92e2,1,0,0,0
0b15586c-3bd5-4be0-8987-22f599b90a98,2,0,0,0
0b77c147-5664-429c-842d-655574443e45,2,0,2,0
0b7b3da0-4630-4394-92c2-31079a2d4f3c,1,0,0,0
0ba8b1c4-b3f4-4483-8a18-8042354d3ebc,3,0,2,0
0baf3ff5-ce1d-4928-a643-098ea494edd2,5,0,3,0
0c1bf83e-70ec-42bb-96e5-6e0c17bb89ff,1,0,0,10
0c26f06f-6175-4425-9796-ea7205948096,5,0,3,0
0c5e8cd4-c1a1-401f-8a8f-9bf3306251c0,1,0,0,0
0c7a9592-8a9b-4397-b74d-03512add0e3a,0,0,0,9
0c9640a5-7495-4d1f-9221-3199136029e2,2,0,0,0
0cf2068b-0f3f-471b-b14c-260665a23986,1,0,0,0
0cf67f35-3bdd-4300-a665-65b5d4d6a8bc,2,0,0,0
0d0f3348-2e2b-4925-a1ea-eac1393b53c3,1,0,0,0
0d1059e6-78ef-4080-badd-ff4cd5e1f912,1,0,0,0
0d433504-51c3-4c35-9899-edcca0d55e77,0,0,0,11
0d4e8fa5-b6d9-42e7-bdf4-bfe3036a973d,1,0,1,0
0d582a55-5fc2-4714-b81d-88edd1d20e37,1,0,0,0
0d8486c8-f666-4f0f-9c65-7211f5a0e57b,1,0,0,0
0d9c3828-4707-4dac-a3be-5520ddcb0c2e,2,0,2,0
0dae851d-2882-4aad-b912-694f039d5af0,3,0,3,0
0db0903f-ac44-4bbf-ab82-f10c9767050f,2,0,0,0
0db6dd61-e968-42f9-89b6-b0a83a7b0b09,2,0,0,0
0e24195a-cbb8-44bd-8a8d-6fa0441042f3,2,0,2,11
0e2e63ab-3d37-4326-a350-bb0ec3a4f85f,1,0,0,0
0f03a6cf-e226-455c-833a-746540a46628,2,0,0,0
0f7ced67-7ab1-4827-8107-065966ac19d5,1,0,0,0
0f8bc339-d0b5-46c5-8def-c8e12627b0cd,1,0,0,0
0f957fc6-1a3a-4981-8e57-482e0b335588,1,0,0,0
0f9a3688-ad0d-481a-8694-a1c34b158939,2,0,2,0
0faa0219-ea51-4685-8516-f2bcf25eeef0,1,0,0,0
0ffb1172-530c-4fa7-af39-33198ae534b2,0,0,0,9
102616fd-9df8-4dae-b77e-11164c96bc93,2,0,2,0
1026fa3a-478e-44eb-8891-32a974214b6b,1,0,0,0
1027392a-d1ab-4ae0-ac88-d145fb4f16c3,0,0,0,11
1028cbd7-4d4a-4baa-934b-d945f11dd7e9,0,0,0,11
10412a21-6933-414b-8dc0-03745db828a3,1,0,0,0
1050a7f1-adcb-4d50-88fc-459258d33947,1,0,0,0
108e7085-1a90-47c7-a82a-49d36bf6a982,2,0,0,0
110cd17e-0edf-460b-b24e-1a2f2f3f3fbd,2,0,0,0
112283b0-d2ee-4182-bc1c-df83bbd5010a,2,0,0,0
114c98ff-4793-427f-b048-0f1f0596dd86,3,0,2,0
11649783-5e4a-4d54-81d8-e35ddc62df6c,2,0,0,0
11892d3c-d52d-489d-b923-10a935593953,2,0,2,0
11954a34-966f-43e3-ac78-e15cafea12c4,1,0,0,0
11d37b7a-9c46-4124-9d02-a3cb4cd1d4a2,2,0,0,0
12051e27-ce6f-41f4-9fc5-e87a7a59071a,2,0,0,0
12241056-3444-419e-aea9-ba5d8e9f4b0e,1,0,0,0
12361a27-3a2a-4cd3-a2ca-26130cb251ae,2,0,2,0
126f1d48-fc71-4dc0-a997-e7216d030c53,3,0,3,0
12d927f1-687c-4dde-a865-641da258a51e,1,0,0,0
12fb37f2-c871-4e29-bc69-a2dc97a70048,1,0,1,0
131239e5-e8e6-46f9-b509-a48bf8c0287c,1,0,0,0
1314ba88-bee4-4a26-8a78-f56849e143c9,2,0,2,0
13352b21-1a16-4969-b814-ce2d4069c248,1,0,0,0
133d5f5c-73e4-4f29-9fb6-06e2529352e4,2,0,0,0
1356c511-68e4-4f73-a706-20739ab5db9b,2,0,0,0
1370e06d-881a-4e92-a2eb-31b9f62c9adc,1,0,0,0
1377b1d1-e28c-4666-90e4-ebe46d699124,1,0,0,0
139dc5fa-c993-43eb-9e06-915348ad9c02,1,0,0,0
13d76847-d8f3-4532-9fea-eaa5b3f1c1e5,2,0,0,0
140c1791-4603-46cb-8bbd-41fd1b330c60,2,0,0,0
1419a446-01ce-427e-bc20-30a174b6d418,2,0,0,0
143b8be5-88ae-4b10-a3e9-a4eba914045c,1,0,0,0
144215e3-4485-4bb0-86aa-594efc839cd5,1,0,0,0
145e07e3-6a0f-4bf9-9074-eb7751cfa83f,0,0,0,10
14bcdef6-7059-4341-94b4-7b4da101a194,3,0,3,0
14e39480-721e-4e78-b91e-1aa5ccd11af6,1,0,0,0
14ee1b60-a9c5-4d06-9ac7-bbe42470f4f9,1,0,1,0
150489bb-f455-4401-bc85-9e23345e8e32,2,0,0,0
1536e184-4226-467f-b821-d760dd6216e0,1,0,0,0
160f86a5-3222-49c0-befe-c3eea525cc93,2,0,0,0
163ff31c-6fa0-4e2a-bef4-3484e497612b,2,0,0,0
1645e4f6-0255-49fb-9676-b3f49cad71cc,2,0,0,0
165b7595-7dd5-4222-8480-6c5be2393930,2,0,0,0
16a77ece-79e3-4fdf-ba18-bd1141d3aff7,2,0,0,0
16a7cf18-f0f7-495a-8049-32748d704a36,2,0,0,0
16b7633c-cbd5-4420-8ddd-749d3dd77d80,2,0,2,11
16fa35dd-041b-4bfd-9cc4-aa19b4d1f152,2,0,0,0
17277f8c-9bb0-47c7-b1ac-62420dbf018d,1,0,0,0
172f838a-0988-4dda-a3c5-b686a8dca15b,2,0,2,10
173231af-4d62-422d-b116-5dab00a8a564,1,0,0,0
177d781c-49e4-4ee4-b3b6-90018b4832a4,2,0,0,0
1784a0ce-2c59-4dc8-b4c0-960add85be89,2,0,0,0
17857965-d48f-490b-8cbe-42169f21953c,1,0,1,0
178891a1-08f3-4195-a955-6488cb341861,2,0,2,0
1796d3e5-addb-4ce7-91d3-01f20feee97c,2,0,0,0
1803d01e-8563-4613-8331-557190e50d0f,2,0,2,0
184be439-b39f-46db-8b25-d3be6d71e715,4,0,2,0
18a99937-ec39-4bd4-a7df-1130f3ea2076,3,0,3,0
18c1c92e-01d5-436f-9909-ffee509787de,1,0,1,0
18cdaff8-0834-407d-bd81-6567239050b4,0,0,0,11
192cfd57-6e17-4f2b-b25e-5f23cd8cbbb4,0,0,0,11
19e0ef9d-5579-46d9-ae5b-d0bd61830f4b,4,0,2,0
19f1ae70-e397-4d95-a0ef-5a025dd98135,1,0,0,0
1a0f95e0-88e8-4b5e-9c4b-4fa7cffc329a,1,0,0,0
1a66d39b-6798-4f18-8382-f85075480155,2,0,0,0
1abe949b-6b81-4c08-9102-89734cb01d17,0,0,0,11
1b3380af-3c55-4343-bf01-ba92286beb7f,1,0,0,0
1b9ea309-8a66-43fd-82c6-4c759f390490,0,0,0,11
1bd5a947-5f38-4938-a24d-4de9ba3f26b3,2,0,0,0
1bd9772e-6ecb-4922-bcb1-c10f65f9c3ad,1,0,0,0
1bed7282-2675-494a-8bee-1bc7780192d0,1,0,1,0
1c44ef88-a17e-4590-8958-6e51ad86c0b9,2,0,0,0
1cbcbe8d-94cd-4a8e-a94b-c25b5a8cb867,1,0,0,0
1ccdcea8-7f1f-497c-9285-717f02229978,1,0,0,0
1d23d438-37cb-4ca7-ba84-d16fcb031478,2,0,0,0
1d45fa04-606a-4598-9618-186ee6a7f079,1,0,0,0
1d8d3542-35c3-4aef-94f6-d4f9613e9544,1,0,1,0
1dd76005-e3cb-4f2b-9714-8f64762ee69c,2,0,2,0
1e05bfdb-d087-428a-b3a1-38665b436b71,2,0,2,0
1e3219de-5d58-437d-814a-2f0a20c51490,2,0,0,0
1e5a55f5-dc5a-4760-9a95-da276b134641,2,0,0,0
1e721478-6d07-4b19-8c6c-329536dfddc9,1,0,0,0
1e78579d-c435-4a14-a3d3-9ad1059aa394,2,0,0,0
1e80c784-b47e-49ab-91a2-83e700cdf42d,2,0,2,0
1e9225af-cf15-4592-adc2-d4f323dc9bb0,2,0,0,0
1e99ed8f-8644-4874-ae90-2d0f47a66c4a,1,0,0,0
1ed72121-5d64-4910-b708-3f473b32cf7e,1,0,0,0
1f06af3a-a1b8-40a7-b827-c08a85c77ba4,1,0,0,0
1f5c069f-24c1-4df3-96bd-18fa829b61eb,2,0,2,0
1f9bf3b6-9308-4620-a439-abae312954f6,1,0,0,0
1fcb5e0c-5892-4508-8ff0-67dfbbe22d4d,1,0,0,0
1fcb72f6-9e6f-4e8b-9a30-981b7bea1939,1,0,0,0
20231bdb-6957-492e-9b2b-f3b9f95f2c7b,1,0,0,0
204f7056-5422-439c-bbed-23c4cf00d9b9,1,0,0,11
204fb777-2b52-4b53-96f4-048ca046e198,2,0,2,0
2054a5d3-d1d4-4fde-a4d3-f17662e877c3,1,0,0,0
20b635cf-60cb-4308-91b5-8818548711d9,2,0,2,0
20d9eaf3-00b3-4f83-9329-21742513031d,1,0,0,0
20de5e33-a8ef-4920-9342-ef1afd85c28c,2,0,0,0
20fb767b-badb-4ba8-b82f-006f663f06dd,1,0,0,0
210fadf5-e451-4cab-9165-94b17c9f7fe0,2,0,2,0
211bdacb-73b5-4d8e-97f5-e75495b53c76,2,0,2,0
2121038b-fded-4511-a5c8-a60841ff874c,2,0,1,0
2174dc81-cec0-4d33-93f2-6e18dd24c9d4,1,0,0,0
21b730a1-f714-4be4-9c1b-e2f4b2725274,0,0,0,9
2230a1e8-4e13-4a36-ab7c-4f22850faae8,2,0,2,0
224e5ca5-ea74-4ba9-9c4d-e195d7e856ff,1,0,0,0
227b97ed-7089-41c6-9d2a-97fb2a99ae1e,1,0,0,0
22aa8818-5c1a-4aa4-b880-cd42e98fc656,3,0,3,0
22d1cce5-3119-40a8-9259-49a44bfe02a3,1,0,0,0
22d5a1ad-5f9e-4668-af6d-6c78e032ed05,2,0,0,0
23148c1a-8e78-4ad8-aece-5f8df369af92,2,0,0,0
231b6884-e561-4970-bac5-6dbb73ec1e8b,1,0,0,0
23326dcc-bf8f-4c06-ad62-681cb0f4d662,0,8,0,0
233f3280-8341-41c9-9de5-dd4731e7919d,5,0,3,0
237d72e7-8dcf-44de-a87f-1d32745fec3d,0,0,0,11
23b06b10-4975-48e9-8bc9-acf7a6652ae1,1,0,0,0
23def3de-bf22-4f9a-83c9-57b2e73cdaa8,1,0,0,0
240b0ce5-e585-4e43-973c-6c8aed30d82c,2,0,0,0
2450704a-be1f-48e6-8ac1-cdb6b0a09fda,1,0,1,0
25188e61-b620-49c2-9836-02cc2cf00927,1,0,0,0
252788d7-ff26-4bb3-8bdd-c2903a7257e5,2,0,0,0
2572c4c0-d572-4f8b-8037-39f14fcc8d51,1,0,1,0
257725a1-d73d-458b-a6cf-0c163b43d219,3,0,3,0
257f9c1d-3651-4810-a794-7f538440136a,2,0,2,0
25b7fc1c-a51e-4e14-a98a-ce3c80f5dd2d,2,0,0,0
260dbcdf-e7f7-4c0c-a37a-84cc0e76bf51,2,0,0,0
263942a5-a98d-465d-8e6b-e86c7b3de01a,2,0,2,0
2668f737-86b7-4256-a044-0cefb1bb5b3d,1,0,0,0
26b1c444-d53c-4281-b8a1-8ced51ac8b76,2,0,0,11
26d66510-b755-40fa-b9e2-2af948d2a41e,0,0,0,9
26e05c7c-e3a5-4ee1-8649-85601deb2003,2,0,0,0
275665dd-d3a7-4c90-a945-bd409c1acf6c,0,0,0,11
275ee420-51e9-441e-aeb6-26d883b91c73,2,0,2,0
27860300-b836-4661-9731-7ec6731d1408,1,0,1,0
27997f6f-f0f4-4699-b8fa-9db96ce68286,1,0,0,0
27f85fab-9ef3-43fd-a429-951edffed702,2,0,0,0
28390002-2ec6-4ae7-a132-398a49d0a537,2,0,0,0
283a31d9-1c3c-4f61-9d85-8612ee96ed4d,2,0,0,0
28cc4db4-b659-441c-ae0b-bbc0ea753207,2,0,0,0
28d30d3d-a39c-4c7f-a72c-08d29d7865ba,2,0,2,0
29e0be19-ef92-4874-98b5-7bdf268927b0,1,0,0,0
2a1dda0a-4e5f-444c-8a7b-df1a33ec94be,1,0,0,0
2a71896f-25a6-49d9-a85d-5cc43a53b3a2,1,0,0,0
2ab8aaa9-dd02-463f-abfb-ac4f14358c4c,1,0,0,0
2ac65a50-b0ed-4fd6-894b-3c82bd380d37,2,0,0,0
2ad46807-72df-48e1-a01d-83fc7afabe6e,2,0,0,0
2ad4dc0d-0a5e-4ce4-9468-ff4d0351d53a,0,0,0,10
2ae12b84-030d-43fe-8097-9e7df5f5a530,4,0,2,0
2af9ce1c-f7c8-44d2-ad03-e183d22f53bf,2,0,2,0
2b4e54d1-b2ee-43e8-b724-7898872da0ed,2,0,2,0
2bda03b9-fbed-4c8c-814d-8315b77d9b42,1,0,0,0
2c06f7ad-1651-4f9f-82a2-f88a0d12f12d,1,0,0,0
2c13dc42-a346-46c1-aa64-4b880b1d7a39,1,0,0,0
2c143a23-6dde-4a18-b457-ed05408da2f1,2,0,0,0
2c1c9069-04cd-4e83-a2c9-8b0a1420e8ec,1,0,0,0
2c2220d0-7d1e-481e-b8f6-c84224e77414,1,0,0,0
2c29063e-8c38-44ab-817c-20f5cb2719fb,2,0,0,0
2ca1008d-6e41-4b99-83a9-b43186d9ec40,2,0,0,0
2ca71f36-c183-4e3c-ae96-af64b855793d,2,0,2,0
2cf537c0-15bb-45cc-b2f4-e88d46673559,2,0,2,0
2d19bd66-c139-432b-b68a-3cf053f49201,1,0,0,0
2d580f51-bfd9-4224-b884-f57594e0df46,2,0,0,0
2da71b9d-c506-4678-9b59-006d9dabe906,2,0,0,0
2dabd13b-0db7-4c9e-8fff-60378bdd906d,2,0,0,0
2dd12ef4-d602-4b33-ac43-4d4e99f179e5,1,0,0,0
2ddcad90-d6c7-43c9-a93c-97eca1e986e2,2,0,0,0
2de99ab7-56a3-4ebc-81c3-ed5d89e62999,1,0,0,0
2df16e01-cfd0-4cab-92c3-cfd57f2fd008,1,0,0,0
2e391088-adad-4997-8401-61d25eb63136,2,0,0,0
2e4aba2c-9f53-40f0-822f-802257705efc,1,0,0,11
2e5433cf-12b5-4f73-a9fa-8f77a09fe17c,1,0,0,11
2e65a765-9bb0-4e20-8229-4f3f5057d7b3,2,0,0,0
2e976189-2efc-444a-8d8c-182a6068345a,1,0,0,0
2eaabb64-c208-4bf6-978e-d6a83c8f70f0,1,0,0,0
2ef735a1-3434-4206-a663-f7f03c38ccd0,1,0,1,0
2f0d0ed8-a594-4394-a7b6-987deebcda62,1,0,0,0
2f3b706d-da5c-45d9-a224-80c7a9f98d2a,1,0,0,0
2f41d750-5c7c-4303-8665-db8c6996c9a9,1,0,0,0
2f69aada-5e21-4875-9484-9272dde70251,3,0,2,9
2ff85e5d-babd-4c80-9e71-5250910b8d7b,4,0,2,0
30436617-39db-4b24-8bb2-39871014df4e,2,0,0,0
30462372-8171-4c0e-bcff-bb3d8d0eab60,1,0,0,0
30697215-78f9-43a1-87c4-c33e636b1101,2,0,0,0
30b8ed75-bd8f-4a9f-a805-e5e7e677d596,0,0,0,10
30b9174a-2a05-4ff5-af81-c51e70fde1a5,0,0,0,9
30e2641e-846b-41d3-8152-99dc082d80a8,1,0,0,0
30e78b41-b872-4806-a3e3-646b8c424226,0,0,0,11
30f8cbe7-e3cb-4d42-95da-ffdb640d0862,2,0,0,0
31216029-9d70-4442-ace1-5dc601d0d870,2,0,0,0
