login_account,abnormal_ratio
b9ce5605-83e7-4a6a-8a60-134c4cbdcc10,0.4473684210526316
e460cb71-a844-4845-9543-03247660cf1c,0.4473684210526316
480766f6-26ba-4ffe-9d23-6854e395991e,0.43243243243243246
4c180173-e253-404d-8140-494e0e8899ad,0.4074074074074074
3dbb4bec-b96b-4949-b722-fd234c13e2d7,0.4074074074074074
4ff73202-597a-423e-8d76-2416ab9a9f20,0.4074074074074074
be8d3462-1df4-40d9-8d4e-afe83ede8f9e,0.4074074074074074
192cfd57-6e17-4f2b-b25e-5f23cd8cbbb4,0.4074074074074074
18cdaff8-0834-407d-bd81-6567239050b4,0.4074074074074074
7c9e7c20-ddcc-4146-887a-ad07ea3dcfea,0.4074074074074074
76bb6eab-d831-423e-b3fe-d252ed3d36d6,0.4074074074074074
e04a2946-78d5-4841-99f4-39ce1b192eea,0.4074074074074074
8e84b072-f916-4ad1-af4e-be5842cc09d9,0.4074074074074074
ccf1ef27-1e4a-4754-aa08-4ddff0a837a7,0.4074074074074074
4fc18a70-ac5d-43b3-8255-560f1eb4e2fa,0.4074074074074074
f3516fa5-8e39-4acd-848d-95ff739532ff,0.4074074074074074
a68d7520-f4d0-471a-8405-05d7382b6ede,0.4074074074074074
ed45e3cf-fbb7-419d-af49-5429ebb55eb1,0.4074074074074074
34c4604d-5fe6-4104-bf84-c3bdbcd05406,0.4074074074074074
3250095c-44f9-4db0-9aa3-e84584540c75,0.4074074074074074
0d433504-51c3-4c35-9899-edcca0d55e77,0.4074074074074074
3246bf06-6792-4920-aadb-93035f37b020,0.4074074074074074
a1a1a4f3-38c5-4262-80ee-65a815be72ef,0.4074074074074074
1b9ea309-8a66-43fd-82c6-4c759f390490,0.4074074074074074
b3a601c4-100b-4ef7-ab3b-94e8118c5d8b,0.4074074074074074
3651e879-3d78-4939-8a40-88d4eb3e89d5,0.4074074074074074
1027392a-d1ab-4ae0-ac88-d145fb4f16c3,0.4074074074074074
1abe949b-6b81-4c08-9102-89734cb01d17,0.4074074074074074
b10e17e3-f9d2-4364-b674-7693e1c3114c,0.4074074074074074
237d72e7-8dcf-44de-a87f-1d32745fec3d,0.4074074074074074
dbe592c9-dafe-4899-a0c4-6b5b5df3f78c,0.4074074074074074
275665dd-d3a7-4c90-a945-bd409c1acf6c,0.4074074074074074
93640e0a-cc54-4353-bac9-7b59e4f30490,0.4074074074074074
82fbfed3-27f6-4813-ac6c-dfaaf23690de,0.4074074074074074
e18a60d9-a328-42f1-9e52-707f57880ede,0.4074074074074074
c90b575c-ea4b-4041-ba21-d3034c4e0cc5,0.4074074074074074
